County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
Napa,CA,California,31.06,65549,39.79,0.000000,204,0.026195,2868,-11804.7,3012,0.031,0.845,0.908,-2.2464,0.1172,1.4529
Nevada,CA,California,42.13,62132,41.55,0.000000,205,0.074671,2431,-3274.4,2929,0.089,0.839,0.923,-1.5476,0.0927,1.6225
Orange,CA,California,47.08,1390965,44.08,0.000000,206,0.128742,1955,-22781.3,3059,0.129,0.998,0.940,-1.2356,9.6195,1.8676
Placer,CA,California,52.78,234809,43.18,0.000000,207,0.181260,1535,3642.3,895,0.190,0.954,0.936,-0.8755,1.3307,1.7803
Plumas,CA,California,56.87,10067,22.55,0.000000,208,0.105910,2160,447.3,2402,0.238,0.445,0.512,-0.6177,-0.2806,-0.2163
Riverside,CA,California,49.31,940405,25.57,0.000000,209,0.150547,1789,-3353.9,2932,0.151,0.997,0.636,-1.0949,6.3893,0.0759
Sacramento,CA,California,38.40,656626,34.13,0.000000,210,0.064350,2528,-57809.9,3112,0.065,0.990,0.835,-1.7831,4.3548,0.9049
San Benito,CA,California,42.32,27649,24.09,0.000000,211,0.064170,2531,-1412.1,2854,0.090,0.713,0.577,-1.5355,-0.1545,-0.0673
San Bernardino,CA,California,49.68,761714,23.30,0.000000,212,0.155064,1751,-1236.2,2843,0.156,0.994,0.545,-1.0714,5.1082,-0.1439
San Diego,CA,California,40.15,1477786,43.16,0.000000,213,0.074850,2430,-104339.4,3129,0.075,0.998,0.936,-1.6729,10.2420,1.7788
San Francisco,CA,California,15.53,402964,60.34,0.000000,214,0.001958,3126,-198182.3,3145,0.002,0.979,0.992,-3.2258,2.5362,3.4417
San Joaquin,CA,California,48.92,263671,22.75,0.000000,215,0.139868,1858,-1481.6,2859,0.146,0.958,0.523,-1.1191,1.5376,-0.1969
San Luis Obispo,CA,California,43.07,150766,39.84,0.000000,216,0.090748,2310,-6774.9,2971,0.098,0.926,0.909,-1.4885,0.7281,1.4576
San Mateo,CA,California,23.18,330510,53.67,0.000000,217,0.011652,3017,-104614.2,3130,0.012,0.971,0.980,-2.7432,2.0168,2.7964
Santa Barbara,CA,California,35.12,184715,36.81,0.000000,218,0.043194,2722,-23142.0,3060,0.046,0.939,0.875,-1.9900,0.9715,1.1642
Santa Clara,CA,California,28.11,750433,56.50,0.000000,219,0.020853,2921,-169832.7,3140,0.021,0.993,0.985,-2.4325,5.0274,3.0698
Santa Cruz,CA,California,20.86,134135,43.94,0.000000,220,0.007328,3064,-48967.0,3100,0.008,0.916,0.939,-2.8898,0.6089,1.8539
Sierra,CA,California,60.78,1754,25.81,0.000000,221,0.020502,2924,139.6,2588,0.306,0.067,0.644,-0.3713,-0.3402,0.0994
Siskiyou,CA,California,57.99,21489,23.33,0.000000,222,0.166370,1652,1154.4,1866,0.254,0.655,0.547,-0.5472,-0.1987,-0.1410
Solano,CA,California,37.06,189834,28.76,0.000000,223,0.051700,2644,-19470.6,3047,0.055,0.940,0.731,-1.8678,1.0082,0.3846
Sonoma,CA,California,25.23,251426,38.49,0.000000,224,0.013384,3000,-69650.3,3115,0.014,0.956,0.894,-2.6142,1.4498,1.3264
Stanislaus,CA,California,54.18,197472,19.65,0.000000,225,0.193110,1455,4843.1,652,0.205,0.942,0.361,-0.7875,1.0630,-0.4970
Sutter,CA,California,64.50,39336,20.91,0.000000,226,0.291776,853,4746.1,677,0.376,0.776,0.432,-0.1362,-0.0707,-0.3745
Trinity,CA,California,52.77,5645,22.41,0.000000,227,0.050350,2654,87.2,2609,0.190,0.265,0.506,-0.8762,-0.3123,-0.2302
Tulare,CA,California,59.20,138271,16.64,0.000000,228,0.253368,1071,8914.2,269,0.276,0.918,0.206,-0.4708,0.6386,-0.7881
Tuolumne,CA,California,59.74,28810,24.61,0.000000,229,0.206055,1364,2001.9,1424,0.285,0.723,0.598,-0.4368,-0.1462,-0.0169
Ventura,CA,California,41.00,387595,36.13,0.000000,230,0.078160,2409,-24297.7,3063,0.080,0.977,0.863,-1.6192,2.4260,1.0987
Yolo,CA,California,30.07,92589,44.81,0.000000,231,0.023895,2892,-18044.0,3044,0.027,0.885,0.944,-2.3084,0.3111,1.9383
Yuba,CA,California,61.49,30070,17.74,0.000000,232,0.233920,1186,2613.7,1192,0.320,0.731,0.260,-0.3260,-0.1372,-0.6817
Adams,CO,Colorado,44.12,233491,29.02,0.000000,233,0.101971,2195,-8568.3,2987,0.107,0.953,0.735,-1.4219,1.3212,0.4101
Alamosa,CO,Colorado,53.88,7529,32.44,0.000000,234,0.069629,2480,169.9,2576,0.203,0.343,0.808,-0.8060,-0.2988,0.7413
Arapahoe,CO,Colorado,38.48,325631,46.50,0.000000,235,0.062985,2545,-28386.4,3074,0.065,0.969,0.954,-1.7778,1.9818,2.1018
Archuleta,CO,Colorado,55.77,9357,40.87,0.000000,236,0.092796,2280,335.5,2477,0.222,0.418,0.918,-0.6874,-0.2857,1.5572
Boulder,CO,Colorado,20.76,196304,64.16,0.000000,237,0.007528,3061,-72070.2,3116,0.008,0.941,0.996,-2.8958,1.0546,3.8112
Broomfield,CO,Colorado,34.30,46848,60.33,0.000000,238,0.034529,2802,-6346.9,2965,0.043,0.803,0.992,-2.0414,-0.0169,3.4413
Chaffee,CO,Colorado,41.84,14423,46.98,0.000000,239,0.047328,2681,-796.7,2818,0.087,0.544,0.956,-1.5662,-0.2493,2.1490
Clear Creek,CO,Colorado,40.18,6102,57.50,0.000000,240,0.021964,2908,-428.6,2773,0.076,0.289,0.988,-1.6705,-0.3090,3.1665
Conejos,CO,Colorado,57.44,4105,25.71,0.000000,241,0.046494,2692,201.6,2559,0.246,0.189,0.641,-0.5816,-0.3233,0.0893
Costilla,CO,Colorado,40.87,2080,24.85,0.000000,242,0.006636,3077,-132.9,2714,0.079,0.084,0.607,-1.6275,-0.3378,0.0069
Delta,CO,Colorado,66.47,19478,26.64,0.000000,243,0.266067,987,2836.1,1105,0.423,0.629,0.672,-0.0117,-0.2131,0.1796
Denver,CO,Colorado,20.57,363519,56.53,0.000000,244,0.006825,3072,-135018.5,3138,0.007,0.975,0.986,-2.9082,2.2534,3.0728
Douglas,CO,Colorado,52.26,243892,62.02,0.000000,245,0.176490,1574,3006.6,1057,0.185,0.954,0.994,-0.9087,1.3958,3.6047
Eagle,CO,Colorado,36.50,27805,50.94,0.000000,246,0.037180,2772,-3028.1,2923,0.052,0.715,0.972,-1.9031,-0.1534,2.5317
El Paso,CO,Colorado,53.53,380986,41.88,0.000000,247,0.194224,1444,7701.7,344,0.199,0.976,0.927,-0.8286,2.3787,1.6547
Garfield,CO,Colorado,47.71,30376,33.61,0.000000,248,0.098088,2239,-380.0,2764,0.134,0.732,0.829,-1.1955,-0.1350,0.8541
Gilpin,CO,Colorado,41.86,4130,52.82,0.000000,249,0.016720,2971,-227.1,2736,0.088,0.190,0.977,-1.5644,-0.3231,2.7137
Grand,CO,Colorado,48.79,9884,42.68,0.000000,250,0.063216,2540,-62.9,2683,0.144,0.439,0.931,-1.1277,-0.2819,1.7323
Gunnison,CO,Colorado,33.71,10942,64.66,0.000000,251,0.018760,2945,-1566.0,2863,0.040,0.469,0.998,-2.0787,-0.2743,3.8604
Hinsdale,CO,Colorado,54.70,607,47.69,0.000000,252,0.002321,3119,17.1,2644,0.211,0.011,0.959,-0.7549,-0.3484,2.2170
Huerfano,CO,Colorado,52.81,4442,26.37,0.000000,253,0.039537,2755,69.7,2619,0.191,0.207,0.666,-0.8736,-0.3209,0.1534
Jefferson,CO,Colorado,38.84,361716,51.99,0.000000,254,0.066164,2508,-30184.5,3078,0.068,0.973,0.976,-1.7550,2.2405,2.6333
La Plata,CO,Colorado,39.29,35692,49.29,0.000000,255,0.053960,2621,-2817.2,2918,0.071,0.760,0.965,-1.7268,-0.0969,2.3720
Lake,CO,Colorado,39.79,3913,49.50,0.000000,256,0.012848,3004,-289.7,2748,0.073,0.176,0.967,-1.6953,-0.3247,2.3920
Larimer,CO,Colorado,39.74,225654,52.95,0.000000,257,0.069350,2483,-16809.3,3038,0.073,0.950,0.978,-1.6983,1.2650,2.7269
Las Animas,CO,Colorado,55.54,7793,19.29,0.000000,258,0.076736,2419,266.2,2515,0.218,0.352,0.342,-0.7018,-0.2969,-0.5320
Mesa,CO,Colorado,60.95,91620,32.31,0.000000,259,0.273156,943,7450.4,363,0.309,0.884,0.805,-0.3605,0.3041,0.7287
Mineral,CO,Colorado,55.38,753,51.68,0.000000,260,0.003472,3104,24.8,2640,0.217,0.016,0.974,-0.7118,-0.3473,2.6035
Montezuma,CO,Colorado,59.26,15139,31.32,0.000000,261,0.155124,1750,985.2,1981,0.279,0.556,0.787,-0.4666,-0.2442,0.6328
Montrose,CO,Colorado,65.18,25626,28.71,0.000000,262,0.272832,945,3306.5,972,0.392,0.696,0.729,-0.0931,-0.1690,0.3801
Otero,CO,Colorado,61.84,8926,18.17,0.000000,263,0.130473,1937,808.5,2100,0.327,0.399,0.277,-0.3040,-0.2888,-0.6405
Ouray,CO,Colorado,38.38,4098,56.48,0.000000,264,0.012096,3012,-361.4,2763,0.064,0.189,0.985,-1.7840,-0.3234,3.0678
Park,CO,Colorado,56.67,12049,41.62,0.000000,265,0.115830,2076,516.1,2329,0.234,0.495,0.923,-0.6304,-0.2664,1.6293
Pitkin,CO,Colorado,26.79,11169,62.78,0.000000,266,0.008109,3056,-2779.1,2916,0.017,0.477,0.996,-2.5156,-0.2727,3.6781
Pueblo,CO,Colorado,51.33,85120,25.61,0.000000,267,0.153472,1764,594.3,2261,0.176,0.872,0.638,-0.9675,0.2575,0.0795
Rio Grande,CO,Colorado,60.43,6194,34.48,0.000000,268,0.088200,2333,471.8,2372,0.300,0.294,0.843,-0.3931,-0.3083,0.9387
Routt,CO,Colorado,34.75,16335,54.19,0.000000,269,0.026145,2869,-2121.7,2890,0.045,0.581,0.981,-2.0135,-0.2356,2.8461
Saguache,CO,Colorado,46.37,3401,31.31,0.000000,270,0.018150,2953,-71.0,2687,0.121,0.150,0.786,-1.2803,-0.3284,0.6317
San Juan,CO,Colorado,31.92,589,52.12,0.000000,271,0.000340,3144,-98.7,2700,0.034,0.010,0.976,-2.1920,-0.3485,2.6464
San Miguel,CO,Colorado,24.02,4804,64.86,0.000000,272,0.002899,3114,-1440.9,2855,0.013,0.223,0.998,-2.6902,-0.3183,3.8792
Summit,CO,Colorado,29.89,17545,55.00,0.000000,273,0.015678,2981,-3468.9,2935,0.026,0.603,0.982,-2.3200,-0.2270,2.9247
Teller,CO,Colorado,66.45,16338,37.86,0.000000,274,0.245022,1122,2372.7,1272,0.421,0.582,0.887,-0.0135,-0.2356,1.2659
Weld,CO,Colorado,59.18,179921,33.17,0.000000,275,0.258336,1030,11561.7,161,0.276,0.936,0.821,-0.4722,0.9372,0.8120
Fairfield,CT,Connecticut,39.41,452303,50.73,0.000000,276,0.069722,2477,-35158.5,3089,0.071,0.982,0.971,-1.7192,2.8900,2.5121
Hartford,CT,Connecticut,37.87,429325,41.05,0.000000,277,0.058860,2582,-40219.3,3093,0.060,0.981,0.919,-1.8167,2.7252,1.5742
Litchfield,CT,Connecticut,53.27,105969,38.96,0.000000,278,0.176008,1577,1968.1,1436,0.196,0.898,0.900,-0.8447,0.4070,1.3722
Middlesex,CT,Connecticut,42.71,97519,45.25,0.000000,279,0.084645,2362,-4663.6,2952,0.095,0.891,0.945,-1.5109,0.3464,1.9810
New Haven,CT,Connecticut,43.08,397987,38.74,0.000000,280,0.095844,2256,-17860.1,3043,0.098,0.978,0.897,-1.4880,2.5006,1.3505
New London,CT,Connecticut,42.81,137500,37.62,0.000000,281,0.088032,2334,-6471.7,2967,0.096,0.917,0.884,-1.5050,0.6330,1.2422
Tolland,CT,Connecticut,45.11,81520,44.07,0.000000,282,0.099705,2220,-2402.6,2902,0.115,0.867,0.940,-1.3597,0.2317,1.8668
Windham,CT,Connecticut,54.34,56887,25.49,0.000000,283,0.172224,1600,1457.1,1682,0.208,0.828,0.634,-0.7775,0.0551,0.0683
District of Columbia,DC,District of Columbia,6.47,325869,64.25,0.000000,284,0.000000,3148,-248204.3,3149,0.000,0.969,0.997,-3.7978,1.9835,3.8200
Kent,DE,Delaware,48.17,88141,27.54,0.000000,285,0.122042,2021,-866.3,2822,0.139,0.878,0.698,-1.1666,0.2792,0.2666
New Castle,DE,Delaware,32.93,275917,39.68,0.000000,286,0.036480,2778,-42362.3,3094,0.038,0.960,0.907,-2.1280,1.6254,1.4422
Sussex,DE,Delaware,54.88,147639,32.99,0.000000,287,0.195464,1433,4340.4,751,0.212,0.922,0.818,-0.7432,0.7057,0.7940
Alachua,FL,Florida,38.77,136548,48.76,0.000000,288,0.061372,2559,-11498.7,3011,0.067,0.916,0.961,-1.7597,0.6262,2.3210
Brevard,FL,Florida,59.91,361449,34.21,0.000000,289,0.280224,907,25702.2,21,0.288,0.973,0.836,-0.4261,2.2386,0.9127
Broward,FL,Florida,41.04,874539,36.72,0.000000,290,0.080676,2388,-54442.0,3108,0.081,0.996,0.873,-1.6162,5.9171,1.1551
Collier,FL,Florida,66.21,216370,40.29,0.000000,291,0.393420,417,30761.9,12,0.415,0.948,0.913,-0.0281,1.1985,1.5010
Duval,FL,Florida,50.14,471282,34.43,0.000000,292,0.158424,1725,323.8,2484,0.161,0.984,0.842,-1.0425,3.0260,0.9342
Escambia,FL,Florida,59.23,162755,29.68,0.000000,293,0.259096,1026,10546.9,192,0.278,0.932,0.750,-0.4685,0.8141,0.4738
Flagler,FL,Florida,63.79,79968,31.31,0.000000,294,0.311543,751,8977.4,267,0.361,0.863,0.786,-0.1809,0.2206,0.6320
Gadsden,FL,Florida,34.27,21868,21.34,0.000000,295,0.027636,2859,-2971.2,2922,0.042,0.658,0.453,-2.0434,-0.1960,-0.3330
Hillsborough,FL,Florida,50.90,671993,38.09,0.000000,296,0.168470,1635,3119.1,1020,0.170,0.991,0.890,-0.9946,4.4650,1.2880
Indian River,FL,Florida,63.36,99017,33.83,0.000000,297,0.316122,722,10621.1,191,0.354,0.893,0.832,-0.2082,0.3571,0.8754
Jefferson,FL,Florida,58.94,8502,19.16,0.000000,298,0.103950,2179,528.0,2314,0.270,0.385,0.334,-0.4871,-0.2918,-0.5439
Lake,FL,Florida,61.95,226788,27.85,0.000000,299,0.315400,727,20806.9,47,0.332,0.950,0.706,-0.2970,1.2732,0.2966
Lee,FL,Florida,63.86,392532,31.20,0.000000,300,0.354651,566,44362.1,4,0.363,0.977,0.783,-0.1768,2.4614,0.6215
Leon,FL,Florida,38.52,156802,48.91,0.000000,301,0.060320,2572,-13611.2,3021,0.065,0.928,0.963,-1.7756,0.7714,2.3349
Madison,FL,Florida,64.15,9156,13.91,0.000000,302,0.150880,1785,1066.8,1930,0.368,0.410,0.087,-0.1581,-0.2871,-1.0526
Manatee,FL,Florida,61.39,228860,35.43,0.000000,303,0.302736,798,19636.5,52,0.318,0.952,0.856,-0.3328,1.2880,1.0306
Marion,FL,Florida,65.47,214106,23.37,0.000000,304,0.378800,463,28391.7,16,0.400,0.947,0.549,-0.0751,1.1823,-0.1365
Martin,FL,Florida,65.24,98291,37.14,0.000000,305,0.350556,581,12746.3,130,0.393,0.892,0.879,-0.0898,0.3519,1.1956
Miami-Dade,FL,Florida,55.35,1094105,34.39,0.000000,306,0.216349,1287,35867.7,9,0.217,0.997,0.841,-0.7136,7.4912,0.9297
Monroe,FL,Florida,58.80,44328,38.63,0.000000,307,0.211731,1326,2696.6,1153,0.267,0.793,0.896,-0.4960,-0.0349,1.3400
Orange,FL,Florida,42.54,607199,39.32,0.000000,308,0.090988,2306,-29930.5,3077,0.092,0.989,0.904,-1.5221,4.0005,1.4068
Osceola,FL,Florida,50.19,172780,29.76,0.000000,309,0.151308,1780,162.7,2581,0.162,0.934,0.752,-1.0393,0.8860,0.4814
Palm Beach,FL,Florida,49.19,745709,40.53,0.000000,310,0.148950,1800,-3107.2,2926,0.150,0.993,0.914,-1.1021,4.9935,1.5240
Pasco,FL,Florida,62.10,318471,29.20,0.000000,311,0.323312,691,29730.5,13,0.334,0.968,0.739,-0.2875,1.9305,0.4278
Pinellas,FL,Florida,52.11,517074,36.76,0.000000,312,0.181424,1534,5939.8,503,0.184,0.986,0.874,-0.9177,3.3543,1.1592
Polk,FL,Florida,59.91,348931,23.46,0.000000,313,0.279936,910,24821.8,24,0.288,0.972,0.552,-0.4259,2.1489,-0.1286
Sarasota,FL,Florida,58.74,277866,40.81,0.000000,314,0.256587,1046,16759.3,77,0.267,0.961,0.917,-0.4997,1.6394,1.5517
Seminole,FL,Florida,51.13,253727,42.74,0.000000,315,0.166344,1653,1501.5,1654,0.174,0.956,0.933,-0.9797,1.4663,1.7378
St. Johns,FL,Florida,65.21,197457,50.91,0.000000,316,0.370206,498,25538.9,22,0.393,0.942,0.971,-0.0916,1.0629,2.5291
St. Lucie,FL,Florida,54.17,185131,26.66,0.000000,317,0.191556,1462,4535.8,714,0.204,0.939,0.673,-0.7878,0.9745,0.1817
Volusia,FL,Florida,60.45,310498,28.36,0.000000,318,0.290100,865,23708.7,31,0.300,0.967,0.718,-0.3919,1.8733,0.3466
Baker,GA,Georgia,59.82,1476,16.68,0.000000,319,0.016016,2979,103.8,2602,0.286,0.056,0.207,-0.4313,-0.3422,-0.7842
Baldwin,GA,Georgia,50.86,18825,24.36,0.000000,320,0.104780,2168,83.5,2612,0.169,0.620,0.588,-0.9970,-0.2178,-0.0408
Ben Hill,GA,Georgia,65.85,6501,12.96,0.000000,321,0.123424,2006,893.7,2043,0.406,0.304,0.060,-0.0510,-0.3061,-1.1449
Bibb,GA,Georgia,38.53,69181,26.29,0.000000,322,0.055250,2613,-5994.0,2962,0.065,0.850,0.664,-1.7746,0.1432,0.1460
Brooks,GA,Georgia,63.25,7210,15.80,0.000000,323,0.116512,2069,764.0,2138,0.352,0.331,0.164,-0.2154,-0.3011,-0.8695
Bulloch,GA,Georgia,64.26,32657,32.47,0.000000,324,0.276395,931,3845.5,852,0.371,0.745,0.809,-0.1515,-0.1186,0.7445
Burke,GA,Georgia,54.44,11070,15.46,0.000000,325,0.098857,2230,291.7,2502,0.209,0.473,0.148,-0.7707,-0.2734,-0.9024
Calhoun,GA,Georgia,43.77,2056,13.00,0.000000,326,0.008466,3050,-80.9,2693,0.102,0.083,0.061,-1.4439,-0.3380,-1.1410
Chatham,GA,Georgia,40.63,141109,37.69,0.000000,327,0.071760,2454,-9317.7,2992,0.078,0.920,0.885,-1.6422,0.6589,1.2497
Chattahoochee,GA,Georgia,57.97,1694,29.62,0.000000,328,0.016192,2978,90.7,2607,0.253,0.064,0.748,-0.5483,-0.3406,0.4679
Clarke,GA,Georgia,30.35,52887,47.40,0.000000,329,0.023693,2895,-10086.2,2999,0.029,0.817,0.957,-2.2912,0.0264,2.1890
Clay,GA,Georgia,45.98,1442,23.42,0.000000,330,0.006372,3079,-33.9,2667,0.118,0.054,0.550,-1.3049,-0.3424,-0.1321
Clayton,GA,Georgia,15.11,111729,22.53,0.000000,331,0.001802,3130,-56197.4,3110,0.002,0.901,0.511,-3.2528,0.4483,-0.2180
Cobb,GA,Georgia,42.03,401369,50.77,0.000000,332,0.086064,2351,-21514.1,3054,0.088,0.978,0.971,-1.5543,2.5248,2.5152
Columbia,GA,Georgia,62.45,85920,38.46,0.000000,333,0.297500,829,8343.7,295,0.340,0.875,0.893,-0.2656,0.2632,1.3240
Coweta,GA,Georgia,66.58,85916,36.22,0.000000,334,0.371450,494,12630.7,134,0.425,0.874,0.864,-0.0050,0.2632,1.1072
Crisp,GA,Georgia,62.83,8116,15.33,0.000000,335,0.128064,1967,821.8,2087,0.348,0.368,0.143,-0.2419,-0.2946,-0.9155
Decatur,GA,Georgia,61.82,11549,15.15,0.000000,336,0.158110,1728,1043.8,1947,0.326,0.485,0.132,-0.3051,-0.2699,-0.9328
DeKalb,GA,Georgia,17.11,366008,47.43,0.000000,337,0.004880,3093,-165425.1,3139,0.005,0.976,0.958,-3.1263,2.2713,2.1920
Dooly,GA,Georgia,53.70,4177,14.82,0.000000,338,0.038793,2761,89.1,2608,0.201,0.193,0.118,-0.8178,-0.3228,-0.9647
Dougherty,GA,Georgia,29.26,33850,22.75,0.000000,339,0.018000,2954,-7027.1,2975,0.024,0.750,0.523,-2.3598,-0.1101,-0.1966
Douglas,GA,Georgia,33.93,70721,30.85,0.000000,340,0.034973,2797,-9921.6,2998,0.041,0.853,0.773,-2.0650,0.1543,0.5869
Early,GA,Georgia,55.71,4879,14.75,0.000000,341,0.050167,2659,172.9,2574,0.221,0.227,0.116,-0.6910,-0.3178,-0.9717
Fayette,GA,Georgia,51.15,74633,49.90,0.000000,342,0.149292,1799,450.3,2399,0.174,0.858,0.968,-0.9784,0.1823,2.4313
Forsyth,GA,Georgia,66.03,138249,57.13,0.000000,343,0.376380,472,19318.3,55,0.410,0.918,0.987,-0.0400,0.6384,3.1307
Fulton,GA,Georgia,27.03,535238,58.49,0.000000,344,0.017766,2958,-130960.6,3136,0.018,0.987,0.989,-2.5006,3.4846,3.2628
Glynn,GA,Georgia,62.76,43912,32.44,0.000000,345,0.274824,938,4412.7,736,0.347,0.792,0.808,-0.2462,-0.0379,0.7414
Greene,GA,Georgia,64.25,12786,37.80,0.000000,346,0.188097,1489,1504.3,1652,0.371,0.507,0.886,-0.1521,-0.2611,1.2597
Gwinnett,GA,Georgia,41.13,420681,39.01,0.000000,347,0.080442,2391,-25850.5,3069,0.082,0.981,0.900,-1.6106,2.6633,1.3770
Hancock,GA,Georgia,32.17,4240,10.27,0.000000,348,0.007056,3066,-695.7,2805,0.036,0.196,0.015,-2.1761,-0.3223,-1.4054
Henry,GA,Georgia,34.86,129034,29.49,0.000000,349,0.041085,2740,-16578.0,3036,0.045,0.913,0.745,-2.0063,0.5723,0.4553
Houston,GA,Georgia,55.32,81514,32.47,0.000000,350,0.187272,1495,2651.6,1170,0.216,0.867,0.809,-0.7158,0.2317,0.7444
Jefferson,GA,Georgia,50.45,7463,13.49,0.000000,351,0.055924,2608,17.1,2643,0.164,0.341,0.073,-1.0228,-0.2992,-1.0928
Jenkins,GA,Georgia,65.03,3409,10.28,0.000000,352,0.058500,2588,433.5,2412,0.390,0.150,0.015,-0.1026,-0.3283,-1.4042
Laurens,GA,Georgia,66.20,23352,19.15,0.000000,353,0.278622,919,3317.0,970,0.414,0.673,0.333,-0.0288,-0.1853,-0.5455
Liberty,GA,Georgia,41.00,23028,20.46,0.000000,354,0.053520,2630,-1443.3,2857,0.080,0.669,0.406,-1.6191,-0.1877,-0.4183
Long,GA,Georgia,64.58,7056,13.28,0.000000,355,0.123228,2009,858.4,2065,0.378,0.326,0.069,-0.1310,-0.3022,-1.1131
Lowndes,GA,Georgia,58.75,47795,27.94,0.000000,356,0.215202,1296,2888.2,1086,0.267,0.806,0.708,-0.4989,-0.0101,0.3059
Macon,GA,Georgia,40.89,4686,10.97,0.000000,357,0.017520,2962,-298.4,2750,0.080,0.219,0.021,-1.6261,-0.3191,-1.3368
Marion,GA,Georgia,64.84,3621,17.67,0.000000,358,0.062532,2551,452.0,2396,0.386,0.162,0.256,-0.1146,-0.3268,-0.6884
McDuffie,GA,Georgia,62.28,10537,17.77,0.000000,359,0.154009,1757,1003.3,1968,0.337,0.457,0.261,-0.2766,-0.2772,-0.6789
McIntosh,GA,Georgia,64.08,7408,20.04,0.000000,360,0.124074,2003,856.5,2066,0.366,0.339,0.383,-0.1628,-0.2996,-0.4588
Meriwether,GA,Georgia,62.56,11788,14.51,0.000000,361,0.167727,1641,1159.4,1861,0.343,0.489,0.106,-0.2585,-0.2682,-0.9946
Mitchell,GA,Georgia,58.02,8877,14.26,0.000000,362,0.101092,2205,478.9,2364,0.254,0.398,0.097,-0.5454,-0.2891,-1.0185
Muscogee,GA,Georgia,38.04,80491,30.48,0.000000,363,0.052704,2635,-7394.4,2981,0.061,0.864,0.767,-1.8060,0.2243,0.5516
Newton,GA,Georgia,42.16,59051,25.02,0.000000,364,0.074137,2439,-3100.1,2925,0.089,0.833,0.618,-1.5461,0.0706,0.0233
Paulding,GA,Georgia,61.73,95196,29.49,0.000000,365,0.286824,880,8514.9,287,0.323,0.888,0.744,-0.3107,0.3297,0.4553
Peach,GA,Georgia,52.80,13454,22.77,0.000000,366,0.099370,2226,210.2,2553,0.190,0.523,0.524,-0.8743,-0.2563,-0.1948
Quitman,GA,Georgia,57.54,1140,12.39,0.000000,367,0.009176,3044,57.0,2621,0.248,0.037,0.045,-0.5752,-0.3446,-1.1999
Randolph,GA,Georgia,45.92,2990,16.37,0.000000,368,0.015340,2986,-71.4,2688,0.118,0.130,0.192,-1.3086,-0.3313,-0.8148
Richmond,GA,Georgia,31.67,83578,24.55,0.000000,369,0.028710,2850,-14301.6,3026,0.033,0.870,0.596,-2.2074,0.2465,-0.0228
Rockdale,GA,Georgia,25.93,45160,32.35,0.000000,370,0.011940,3015,-11925.5,3013,0.015,0.796,0.806,-2.5697,-0.0290,0.7328
Screven,GA,Georgia,62.50,6920,14.73,0.000000,371,0.109782,2125,675.8,2194,0.342,0.321,0.115,-0.2625,-0.3031,-0.9730
Spalding,GA,Georgia,58.07,33038,18.47,0.000000,372,0.190976,1468,1797.1,1516,0.256,0.746,0.298,-0.5422,-0.1159,-0.6112
Stewart,GA,Georgia,41.77,2028,12.73,0.000000,373,0.006885,3071,-113.3,2708,0.085,0.081,0.053,-1.5707,-0.3382,-1.1668
Sumter,GA,Georgia,48.71,12049,21.42,0.000000,374,0.070785,2468,-81.8,2694,0.143,0.495,0.458,-1.1326,-0.2664,-0.3261
Talbot,GA,Georgia,43.89,3379,12.10,0.000000,375,0.015450,2983,-130.0,2713,0.103,0.150,0.039,-1.4367,-0.3285,-1.2275
Taliaferro,GA,Georgia,42.42,884,12.00,0.000000,376,0.002002,3122,-44.4,2675,0.091,0.022,0.036,-1.5293,-0.3464,-1.2375
Taylor,GA,Georgia,65.29,3982,17.53,0.000000,377,0.071100,2459,519.3,2325,0.395,0.180,0.249,-0.0862,-0.3242,-0.7022
Terrell,GA,Georgia,47.80,4341,13.07,0.000000,378,0.027135,2861,-52.0,2679,0.135,0.201,0.064,-1.1899,-0.3216,-1.1338
Thomas,GA,Georgia,61.91,22080,22.70,0.000000,379,0.218130,1271,2016.2,1416,0.330,0.661,0.520,-0.2996,-0.1944,-0.2013
Troup,GA,Georgia,61.95,31304,23.76,0.000000,380,0.244278,1125,2870.4,1095,0.331,0.738,0.562,-0.2973,-0.1283,-0.0992
Turner,GA,Georgia,64.10,3833,9.84,0.000000,381,0.062952,2546,444.2,2404,0.366,0.172,0.010,-0.1614,-0.3253,-1.4470
Twiggs,GA,Georgia,57.20,4456,10.51,0.000000,382,0.050578,2648,210.1,2554,0.242,0.209,0.016,-0.5966,-0.3208,-1.3818
Warren,GA,Georgia,47.53,2592,12.30,0.000000,383,0.015029,2990,-35.2,2668,0.133,0.113,0.044,-1.2069,-0.3342,-1.2080
