County,ST,State,GOP Share,Total Votes,Bachelor's+,Z-Score Index,Z Rank,Percentile Index,P Rank,RESI,RESI Rank,GOP Pctile,Vote Pctile,Edu Pctile,GOP z,Vote z,Edu z
Bell,KY,Kentucky,83.84,9340,15.76,-0.309844,2745,0.373274,483,4444.2,727,0.893,0.418,0.161,1.0842,-0.2858,-0.8732
Polk,NE,Nebraska,81.45,2819,19.98,-0.310253,2746,0.101844,2197,1176.1,1852,0.828,0.123,0.379,0.9330,-0.3325,-0.4652
Butler,KY,Kentucky,82.53,5943,9.87,-0.310622,2747,0.241098,1137,2634.2,1181,0.858,0.281,0.011,1.0016,-0.3101,-1.4434
DeWitt,TX,Texas,83.26,7825,16.87,-0.310673,2748,0.310287,755,3608.1,901,0.879,0.353,0.219,1.0473,-0.2966,-0.7661
Nuckolls,NE,Nebraska,81.31,2258,23.14,-0.311109,2749,0.076539,2421,934.9,2014,0.823,0.093,0.539,0.9244,-0.3366,-0.1593
Clay,IL,Illinois,82.88,6769,13.10,-0.311289,2750,0.273420,941,3057.3,1045,0.868,0.315,0.065,1.0233,-0.3042,-1.1315
Polk,TN,Tennessee,83.67,8727,16.56,-0.311454,2751,0.347208,601,4114.4,793,0.888,0.391,0.201,1.0733,-0.2902,-0.7957
Sherman,KS,Kansas,80.87,664,24.07,-0.312069,2752,0.010504,3032,268.2,2512,0.808,0.013,0.575,0.8968,-0.3480,-0.0691
McDonald,MO,Missouri,83.99,9338,12.29,-0.312501,2753,0.373215,484,4478.1,721,0.895,0.417,0.042,1.0934,-0.2858,-1.2094
Webster,MS,Mississippi,82.34,5095,20.90,-0.312752,2754,0.205814,1365,2233.7,1326,0.854,0.241,0.431,0.9890,-0.3162,-0.3759
Fisher,TX,Texas,81.26,1830,17.14,-0.312787,2755,0.058291,2590,755.3,2144,0.821,0.071,0.234,0.9210,-0.3396,-0.7395
Fremont,ID,Idaho,82.98,6803,22.83,-0.312963,2756,0.276107,932,3089.5,1031,0.871,0.317,0.526,1.0296,-0.3040,-0.1896
Trinity,TX,Texas,83.21,7374,16.79,-0.313160,2757,0.297303,831,3391.4,955,0.877,0.339,0.215,1.0443,-0.2999,-0.7738
Valley,NE,Nebraska,81.43,2299,25.33,-0.313294,2758,0.080219,2395,958.1,1999,0.827,0.097,0.630,0.9317,-0.3363,0.0524
Gosper,NE,Nebraska,81.13,1118,27.37,-0.314664,2759,0.028595,2851,458.1,2393,0.817,0.035,0.695,0.9128,-0.3447,0.2503
Scott,VA,Virginia,84.94,11057,15.62,-0.315443,2760,0.432824,292,5575.1,549,0.917,0.472,0.154,1.1535,-0.2735,-0.8870
Grant,AR,Arkansas,83.62,8078,21.52,-0.315533,2761,0.324642,688,3798.4,867,0.887,0.366,0.465,1.0702,-0.2948,-0.3163
Lewis,ID,Idaho,81.42,1846,21.27,-0.316161,2762,0.061124,2564,769.0,2131,0.826,0.074,0.451,0.9312,-0.3395,-0.3400
Richland,MT,Montana,82.63,5309,21.99,-0.317144,2763,0.216972,1284,2366.0,1274,0.861,0.252,0.486,1.0078,-0.3147,-0.2708
Kidder,ND,North Dakota,81.33,1398,26.19,-0.317232,2764,0.041150,2738,579.4,2273,0.823,0.050,0.658,0.9256,-0.3427,0.1360
Lawrence,KY,Kentucky,83.12,6574,14.65,-0.317299,2765,0.270375,963,3007.8,1056,0.875,0.309,0.111,1.0382,-0.3056,-0.9811
Stanton,KS,Kansas,82.07,3664,24.18,-0.317402,2766,0.139590,1859,1582.8,1613,0.846,0.165,0.580,0.9722,-0.3265,-0.0582
Sabine,LA,Louisiana,84.69,10170,13.63,-0.318340,2767,0.408128,369,5060.9,615,0.911,0.448,0.078,1.1376,-0.2798,-1.0798
Latimer,OK,Oklahoma,82.28,4079,10.59,-0.318720,2768,0.158286,1726,1782.3,1518,0.851,0.186,0.017,0.9852,-0.3235,-1.3737
Morton,KS,Kansas,82.83,5620,17.06,-0.318759,2769,0.227758,1224,2531.6,1216,0.866,0.263,0.230,1.0202,-0.3125,-0.7477
McIntosh,ND,North Dakota,81.44,1390,20.95,-0.319629,2770,0.040572,2745,579.7,2271,0.828,0.049,0.435,0.9325,-0.3428,-0.3715
Love,OK,Oklahoma,82.39,4260,16.62,-0.319867,2771,0.170344,1616,1873.7,1474,0.856,0.199,0.205,0.9927,-0.3222,-0.7899
Schuyler,MO,Missouri,81.65,1945,11.82,-0.320330,2772,0.064974,2520,820.6,2090,0.833,0.078,0.032,0.9455,-0.3388,-1.2546
Faulk,SD,South Dakota,81.42,1130,22.63,-0.320868,2773,0.029736,2841,470.6,2375,0.826,0.036,0.516,0.9310,-0.3446,-0.2080
Texas,MO,Missouri,85.51,11525,16.46,-0.321255,2774,0.449152,250,5984.8,496,0.928,0.484,0.194,1.1893,-0.2701,-0.8053
Craig,VA,Virginia,82.09,3121,19.15,-0.321610,2775,0.115902,2075,1349.7,1746,0.846,0.137,0.333,0.9735,-0.3304,-0.5453
Prairie,AR,Arkansas,82.12,3200,18.23,-0.321806,2776,0.118580,2050,1386.7,1725,0.847,0.140,0.283,0.9758,-0.3298,-0.6342
Stoddard,MO,Missouri,86.65,13599,16.74,-0.321871,2777,0.503079,134,7482.8,358,0.951,0.529,0.210,1.2610,-0.2552,-0.7782
Reno,KS,Kansas,81.91,2443,20.40,-0.322501,2778,0.087568,2338,1045.9,1944,0.842,0.104,0.402,0.9620,-0.3352,-0.4244
Knox,MO,Missouri,81.71,1810,15.80,-0.322692,2779,0.059214,2580,766.5,2135,0.834,0.071,0.163,0.9497,-0.3398,-0.8700
Johnson,KY,Kentucky,84.70,9622,16.75,-0.323014,2780,0.390336,427,4791.1,667,0.912,0.428,0.211,1.1383,-0.2838,-0.7775
Potter,SD,South Dakota,81.59,1298,27.20,-0.323455,2781,0.036564,2776,545.8,2304,0.831,0.044,0.689,0.9418,-0.3434,0.2339
Miami,KS,Kansas,82.22,3172,31.00,-0.323968,2782,0.118150,2055,1381.8,1729,0.850,0.139,0.776,0.9817,-0.3300,0.6020
Owyhee,ID,Idaho,82.85,4950,12.38,-0.324046,2783,0.202011,1395,2232.1,1327,0.867,0.233,0.045,1.0214,-0.3173,-1.2006
Terry,TX,Texas,82.31,3420,9.84,-0.324097,2784,0.128803,1953,1497.3,1656,0.853,0.151,0.011,0.9874,-0.3282,-1.4464
Newton,TX,Texas,83.16,5749,6.81,-0.324363,2785,0.237125,1163,2637.1,1178,0.875,0.271,0.000,1.0412,-0.3115,-1.7403
Texas,OK,Oklahoma,82.96,5206,22.11,-0.324430,2786,0.214890,1299,2362.1,1275,0.870,0.247,0.493,1.0286,-0.3154,-0.2589
Nowata,OK,Oklahoma,82.75,4561,16.78,-0.324805,2787,0.184896,1515,2045.1,1409,0.864,0.214,0.214,1.0149,-0.3200,-0.7751
Calhoun,FL,Florida,83.49,6428,13.59,-0.325715,2788,0.266968,984,3001.8,1059,0.884,0.302,0.076,1.0621,-0.3067,-1.0840
Meigs,TN,Tennessee,83.37,6099,13.50,-0.325885,2789,0.254898,1060,2829.9,1108,0.882,0.289,0.073,1.0546,-0.3090,-1.0922
Wirt,WV,West Virginia,82.14,2581,15.45,-0.326426,2790,0.094976,2265,1119.3,1890,0.848,0.112,0.148,0.9766,-0.3342,-0.9032
Franklin,AL,Alabama,86.11,12097,15.84,-0.326490,2791,0.467677,212,6478.8,445,0.941,0.497,0.165,1.2273,-0.2660,-0.8661
Polk,AR,Arkansas,84.30,8288,17.76,-0.326514,2792,0.338250,632,4041.0,813,0.902,0.375,0.261,1.1131,-0.2933,-0.6801
Franklin,GA,Georgia,86.15,12140,17.76,-0.326798,2793,0.469116,210,6515.4,440,0.942,0.498,0.261,1.2299,-0.2657,-0.6798
Moore,TX,Texas,83.14,5362,12.30,-0.326822,2794,0.222250,1245,2456.7,1245,0.875,0.254,0.043,1.0398,-0.3143,-1.2089
Leavenworth,KS,Kansas,81.82,1507,36.12,-0.327030,2795,0.047709,2676,642.0,2221,0.837,0.057,0.862,0.9564,-0.3419,1.0972
Mason,TX,Texas,82.15,2527,38.85,-0.327100,2796,0.093280,2278,1096.7,1907,0.848,0.110,0.898,0.9775,-0.3346,1.3612
Haskell,KS,Kansas,81.77,1278,19.87,-0.327521,2797,0.035948,2786,542.9,2306,0.836,0.043,0.374,0.9533,-0.3436,-0.4756
Rooks,KS,Kansas,81.88,1606,23.21,-0.327692,2798,0.050400,2652,686.5,2189,0.840,0.060,0.541,0.9603,-0.3412,-0.1520
Johnson,TN,Tennessee,84.29,8102,17.54,-0.327724,2799,0.330667,663,3947.2,834,0.901,0.367,0.250,1.1122,-0.2947,-0.7012
Floyd,TX,Texas,82.06,2090,14.91,-0.328131,2800,0.070980,2466,902.3,2032,0.845,0.084,0.122,0.9715,-0.3378,-0.9557
Esmeralda,NV,Nevada,81.56,461,21.12,-0.328550,2801,0.004986,3090,193.6,2563,0.831,0.006,0.442,0.9402,-0.3494,-0.3549
Schleicher,TX,Texas,81.77,1108,18.37,-0.328695,2802,0.028424,2852,470.7,2374,0.836,0.034,0.292,0.9533,-0.3448,-0.6207
Shelby,MO,Missouri,82.50,3262,18.52,-0.329070,2803,0.121836,2026,1442.8,1693,0.858,0.142,0.301,0.9991,-0.3294,-0.6061
Osborne,KS,Kansas,82.42,3003,23.79,-0.329299,2804,0.112136,2103,1322.5,1763,0.856,0.131,0.563,0.9942,-0.3312,-0.0958
Worth,MO,Missouri,81.81,1105,21.08,-0.329608,2805,0.027621,2860,470.5,2377,0.837,0.033,0.440,0.9559,-0.3448,-0.3582
Boone,NE,Nebraska,82.45,3031,19.74,-0.329735,2806,0.113981,2089,1337.1,1755,0.857,0.133,0.367,0.9961,-0.3310,-0.4881
Pike,GA,Georgia,86.57,12549,21.48,-0.330146,2807,0.477792,189,6879.5,408,0.948,0.504,0.462,1.2564,-0.2628,-0.3201
Ward,TX,Texas,82.74,3765,12.41,-0.330406,2808,0.146880,1814,1687.3,1567,0.864,0.170,0.046,1.0143,-0.3258,-1.1979
Tyler,WV,West Virginia,82.69,3617,15.91,-0.330598,2809,0.138943,1868,1617.2,1598,0.863,0.161,0.167,1.0116,-0.3268,-0.8591
Daniels,MT,Montana,81.81,951,24.22,-0.330634,2810,0.020925,2919,404.9,2424,0.837,0.025,0.582,0.9558,-0.3459,-0.0542
Beckham,OK,Oklahoma,84.32,7678,12.95,-0.331687,2811,0.315147,728,3746.8,874,0.903,0.349,0.059,1.1142,-0.2977,-1.1459
Graham,KS,Kansas,81.97,1287,26.93,-0.331907,2812,0.036249,2781,553.0,2296,0.843,0.043,0.680,0.9662,-0.3435,0.2080
Buchanan,VA,Virginia,85.12,9327,11.46,-0.332939,2813,0.383136,453,4746.3,676,0.921,0.416,0.026,1.1646,-0.2859,-1.2901
Webster,NE,Nebraska,82.19,1763,21.22,-0.333242,2814,0.057732,2593,766.7,2133,0.849,0.068,0.448,0.9798,-0.3401,-0.3451
Clay,TN,Tennessee,82.90,3760,11.49,-0.333797,2815,0.147730,1809,1700.2,1559,0.869,0.170,0.027,1.0246,-0.3258,-1.2869
Union,FL,Florida,83.84,6231,11.10,-0.333916,2816,0.263435,1006,2964.1,1069,0.893,0.295,0.022,1.0839,-0.3081,-1.3243
Pickett,TN,Tennessee,82.63,2954,18.95,-0.334169,2817,0.111069,2116,1316.5,1768,0.861,0.129,0.320,1.0078,-0.3316,-0.5651
Cotton,OK,Oklahoma,82.48,2506,23.10,-0.334203,2818,0.093522,2275,1107.6,1898,0.858,0.109,0.536,0.9983,-0.3348,-0.1629
Webster,WV,West Virginia,82.66,2998,12.92,-0.334299,2819,0.112060,2105,1337.7,1754,0.862,0.130,0.058,1.0092,-0.3313,-1.1485
Maries,MO,Missouri,83.31,4786,16.27,-0.334429,2820,0.196240,1428,2212.4,1334,0.880,0.223,0.187,1.0502,-0.3184,-0.8242
Edwards,KS,Kansas,82.11,1269,20.55,-0.335031,2821,0.035574,2792,549.5,2299,0.847,0.042,0.411,0.9749,-0.3436,-0.4099
Greer,OK,Oklahoma,82.30,1836,14.03,-0.335065,2822,0.061344,2561,803.3,2103,0.852,0.072,0.091,0.9867,-0.3396,-1.0413
Dade,MO,Missouri,83.13,4186,15.09,-0.335460,2823,0.169750,1625,1917.2,1456,0.875,0.194,0.129,1.0394,-0.3227,-0.9387
Lyon,IA,Iowa,84.25,7002,20.43,-0.335723,2824,0.291023,856,3404.0,953,0.901,0.323,0.403,1.1097,-0.3025,-0.4218
Stanton,NE,Nebraska,82.77,3064,24.05,-0.336169,2825,0.116775,2065,1375.6,1735,0.865,0.135,0.574,1.0163,-0.3308,-0.0707
Wayne,IL,Illinois,84.82,8275,16.25,-0.336229,2826,0.341836,620,4146.3,788,0.914,0.374,0.186,1.1459,-0.2934,-0.8258
Cedar,MO,Missouri,84.36,7188,19.00,-0.336437,2827,0.299224,816,3515.8,927,0.904,0.331,0.324,1.1169,-0.3012,-0.5600
Adair,KY,Kentucky,85.17,8974,21.76,-0.336792,2828,0.370644,497,4578.5,709,0.922,0.402,0.477,1.1678,-0.2884,-0.2928
Berrien,GA,Georgia,84.79,8068,15.75,-0.337372,2829,0.333245,650,4036.3,816,0.913,0.365,0.159,1.1440,-0.2949,-0.8749
Renville,ND,North Dakota,82.20,1208,19.69,-0.337413,2830,0.034850,2798,525.7,2318,0.850,0.041,0.364,0.9806,-0.3441,-0.4929
Sullivan,MO,Missouri,82.62,2463,15.54,-0.337487,2831,0.091160,2304,1097.0,1906,0.860,0.106,0.152,1.0072,-0.3351,-0.8949
Mercer,ND,North Dakota,83.38,4555,23.25,-0.337691,2832,0.188748,1482,2114.2,1379,0.882,0.214,0.542,1.0550,-0.3201,-0.1481
Cherokee,AL,Alabama,87.33,13006,16.50,-0.338412,2833,0.491454,165,7405.2,367,0.958,0.513,0.197,1.3041,-0.2595,-0.8019
Liberty,FL,Florida,83.04,3490,16.50,-0.338641,2834,0.135315,1897,1590.0,1611,0.873,0.155,0.197,1.0333,-0.3277,-0.8016
Lee,VA,Virginia,85.81,10108,14.08,-0.338703,2835,0.415185,347,5331.5,586,0.933,0.445,0.094,1.2085,-0.2803,-1.0363
McKenzie,ND,North Dakota,83.81,5521,19.06,-0.338809,2836,0.231920,1196,2621.9,1186,0.892,0.260,0.327,1.0819,-0.3132,-0.5545
Red Willow,NE,Nebraska,83.73,5323,24.83,-0.338831,2837,0.225170,1236,2517.6,1222,0.890,0.253,0.606,1.0771,-0.3146,0.0043
Dixie,FL,Florida,84.93,8148,10.73,-0.339261,2838,0.338004,633,4105.6,795,0.916,0.369,0.019,1.1527,-0.2943,-1.3608
Lee,KY,Kentucky,82.79,2690,9.25,-0.339325,2839,0.102070,2192,1209.0,1830,0.865,0.118,0.007,1.0176,-0.3335,-1.5038
Union,TN,Tennessee,85.18,8669,14.18,-0.339507,2840,0.359970,542,4424.9,730,0.923,0.390,0.096,1.1683,-0.2906,-1.0260
Jeff Davis,GA,Georgia,84.04,5872,13.19,-0.340705,2841,0.247296,1105,2823.9,1109,0.896,0.276,0.066,1.0968,-0.3106,-1.1220
Grant,ND,North Dakota,82.39,1306,20.72,-0.340775,2842,0.038520,2765,574.3,2282,0.856,0.045,0.421,0.9924,-0.3434,-0.3936
Cleveland,AR,Arkansas,83.11,3374,19.71,-0.340927,2843,0.130226,1940,1542.9,1635,0.874,0.149,0.365,1.0377,-0.3286,-0.4914
Phelps,NE,Nebraska,83.75,4965,29.91,-0.341900,2844,0.208494,1347,2350.2,1281,0.891,0.234,0.755,1.0780,-0.3171,0.4965
Cochran,TX,Texas,82.31,893,8.23,-0.341918,2845,0.019619,2932,390.9,2440,0.853,0.023,0.003,0.9872,-0.3463,-1.6020
Grundy,TN,Tennessee,84.29,6328,14.30,-0.341951,2846,0.267894,979,3083.6,1034,0.902,0.297,0.098,1.1125,-0.3074,-1.0147
Foard,TX,Texas,82.20,545,20.62,-0.342070,2847,0.006792,3073,237.2,2542,0.849,0.008,0.414,0.9806,-0.3488,-0.4035
Grainger,TN,Tennessee,86.52,11130,15.95,-0.342071,2848,0.450300,244,6086.3,486,0.948,0.475,0.169,1.2532,-0.2730,-0.8551
Dent,MO,Missouri,84.65,7103,16.47,-0.342670,2849,0.298480,820,3528.0,921,0.910,0.328,0.195,1.1353,-0.3018,-0.8049
Hamilton,KS,Kansas,82.33,815,20.50,-0.343006,2850,0.015372,2985,357.2,2459,0.854,0.018,0.409,0.9888,-0.3469,-0.4147
Kit Carson,CO,Colorado,83.37,3698,20.45,-0.343936,2851,0.146412,1817,1715.4,1552,0.882,0.166,0.404,1.0543,-0.3262,-0.4199
Crittenden,KY,Kentucky,83.52,4010,15.26,-0.344579,2852,0.161070,1705,1874.9,1473,0.885,0.182,0.138,1.0635,-0.3240,-0.9215
Van Buren,TN,Tennessee,83.25,3265,13.71,-0.344657,2853,0.125697,1992,1504.5,1651,0.879,0.143,0.080,1.0465,-0.3293,-1.0720
Decatur,TN,Tennessee,84.08,5466,14.03,-0.344699,2854,0.232323,1195,2634.3,1180,0.897,0.259,0.092,1.0993,-0.3136,-1.0413
Ness,KS,Kansas,82.91,2270,25.01,-0.344924,2855,0.081686,2379,1026.9,1957,0.869,0.094,0.617,1.0251,-0.3365,0.0222
Kimball,NE,Nebraska,82.79,1720,15.02,-0.346458,2856,0.057156,2597,773.2,2128,0.866,0.066,0.128,1.0178,-0.3404,-0.9447
Clay,AL,Alabama,84.73,6767,14.71,-0.346948,2857,0.286682,883,3375.3,960,0.913,0.314,0.113,1.1404,-0.3042,-0.9747
Russell,KY,Kentucky,85.71,8893,15.41,-0.347309,2858,0.370936,496,4665.3,692,0.932,0.398,0.146,1.2018,-0.2890,-0.9078
Fayette,AL,Alabama,85.53,8369,14.85,-0.348537,2859,0.352091,576,4350.5,750,0.929,0.379,0.119,1.1906,-0.2927,-0.9614
Franklin,TX,Texas,84.22,5311,27.77,-0.348661,2860,0.227052,1227,2578.4,1202,0.901,0.252,0.703,1.1080,-0.3147,0.2886
Shannon,MO,Missouri,83.72,4018,12.81,-0.348750,2861,0.162870,1682,1899.6,1464,0.890,0.183,0.055,1.0766,-0.3239,-1.1591
Real,TX,Texas,82.99,1958,21.12,-0.349041,2862,0.068016,2496,889.9,2048,0.872,0.078,0.443,1.0305,-0.3387,-0.3544
Haskell,OK,Oklahoma,84.20,4936,15.49,-0.351165,2863,0.208800,1340,2393.3,1266,0.900,0.232,0.150,1.1065,-0.3174,-0.8995
Menard,TX,Texas,82.79,1040,23.98,-0.351370,2864,0.025950,2874,467.4,2380,0.865,0.030,0.571,1.0176,-0.3453,-0.0782
Woodward,OK,Oklahoma,85.22,7312,20.75,-0.351612,2865,0.311388,752,3739.8,877,0.924,0.337,0.423,1.1708,-0.3003,-0.3907
Seward,KS,Kansas,83.34,2593,11.37,-0.351664,2866,0.099553,2222,1200.9,1835,0.881,0.113,0.025,1.0524,-0.3342,-1.2983
Moore,TN,Tennessee,83.74,3654,24.07,-0.351984,2867,0.145960,1821,1729.4,1545,0.890,0.164,0.576,1.0779,-0.3265,-0.0686
Macon,TN,Tennessee,86.69,10333,12.52,-0.352224,2868,0.427950,313,5699.2,536,0.951,0.450,0.048,1.2640,-0.2787,-1.1868
Greene,MS,Mississippi,84.55,5649,10.54,-0.352369,2869,0.240355,1140,2789.9,1121,0.907,0.265,0.016,1.1285,-0.3122,-1.3789
Kingfisher,OK,Oklahoma,85.06,6754,24.29,-0.353313,2870,0.287647,877,3426.6,947,0.919,0.313,0.586,1.1610,-0.3043,-0.0475
Cedar,NE,Nebraska,84.30,4912,23.97,-0.353479,2871,0.207690,1352,2395.1,1265,0.903,0.230,0.569,1.1132,-0.3175,-0.0791
Oregon,MO,Missouri,84.20,4613,12.55,-0.353709,2872,0.194400,1440,2236.6,1323,0.900,0.216,0.048,1.1065,-0.3197,-1.1841
Loup,NE,Nebraska,82.71,428,27.23,-0.354111,2873,0.004315,3097,191.5,2565,0.863,0.005,0.690,1.0127,-0.3497,0.2367
Bledsoe,TN,Tennessee,84.87,6191,12.36,-0.354194,2874,0.269010,973,3109.1,1024,0.915,0.294,0.045,1.1486,-0.3084,-1.2023
Sevier,UT,Utah,87.19,10926,22.76,-0.355393,2875,0.447408,254,6177.0,472,0.956,0.468,0.524,1.2951,-0.2744,-0.1956
Reynolds,MO,Missouri,83.69,3059,14.96,-0.355405,2876,0.118992,2047,1443.4,1692,0.888,0.134,0.124,1.0743,-0.3308,-0.9506
Tyler,TX,Texas,86.51,9578,12.41,-0.355797,2877,0.402475,385,5234.4,597,0.947,0.425,0.046,1.2525,-0.2841,-1.1979
Osage,KS,Kansas,83.26,1774,21.56,-0.356093,2878,0.060651,2570,818.0,2093,0.879,0.069,0.467,1.0472,-0.3400,-0.3116
Morrill,NE,Nebraska,83.51,2426,19.41,-0.356567,2879,0.091936,2296,1134.0,1881,0.884,0.104,0.349,1.0633,-0.3354,-0.5205
Carlisle,KY,Kentucky,83.60,2610,14.94,-0.357052,2880,0.101004,2206,1225.9,1821,0.886,0.114,0.123,1.0689,-0.3340,-0.9530
Live Oak,TX,Texas,84.57,5093,15.92,-0.357288,2881,0.218828,1266,2518.1,1221,0.908,0.241,0.168,1.1298,-0.3162,-0.8576
Geneva,AL,Alabama,88.13,12401,13.24,-0.357404,2882,0.485469,176,7345.2,372,0.969,0.501,0.067,1.3546,-0.2638,-1.1170
Jackson,TX,Texas,85.10,6329,16.59,-0.357619,2883,0.274458,939,3217.7,998,0.921,0.298,0.204,1.1635,-0.3074,-0.7930
Johnson,KS,Kansas,83.17,1301,57.56,-0.357664,2884,0.038544,2764,596.9,2256,0.876,0.044,0.988,1.0415,-0.3434,3.1724
Big Horn,WY,Wyoming,84.86,5735,22.85,-0.357944,2885,0.246780,1111,2880.1,1089,0.914,0.270,0.527,1.1486,-0.3116,-0.1872
Shawnee,KS,Kansas,83.50,2006,32.23,-0.359503,2886,0.070720,2469,937.1,2013,0.884,0.080,0.803,1.0625,-0.3384,0.7212
Douglas,MO,Missouri,85.64,7289,14.94,-0.359765,2887,0.312480,746,3809.8,862,0.930,0.336,0.123,1.1973,-0.3005,-0.9530
Converse,WY,Wyoming,85.41,6739,24.88,-0.360209,2888,0.289838,867,3482.1,936,0.926,0.313,0.610,1.1832,-0.3044,0.0095
Cheyenne,KS,Kansas,83.33,1422,22.01,-0.360360,2889,0.045812,2700,658.3,2214,0.881,0.052,0.488,1.0520,-0.3426,-0.2682
Fulton,PA,Pennsylvania,86.08,8177,17.73,-0.360438,2890,0.347229,600,4372.8,747,0.941,0.369,0.259,1.2255,-0.2941,-0.6831
Ozark,MO,Missouri,84.60,4780,15.27,-0.360536,2891,0.201576,1398,2367.7,1273,0.908,0.222,0.139,1.1321,-0.3185,-0.9205
Caribou,ID,Idaho,84.09,3456,16.75,-0.360587,2892,0.138138,1875,1665.8,1576,0.897,0.154,0.211,1.0995,-0.3280,-0.7772
Trego,KS,Kansas,83.81,2700,30.15,-0.360849,2893,0.105256,2165,1282.8,1786,0.892,0.118,0.759,1.0824,-0.3334,0.5191
Rockcastle,KY,Kentucky,85.90,7724,13.75,-0.361006,2894,0.327250,677,4092.4,802,0.935,0.350,0.082,1.2140,-0.2974,-1.0682
Sutton,TX,Texas,83.36,1400,18.31,-0.361041,2895,0.044050,2716,649.0,2218,0.881,0.050,0.287,1.0535,-0.3427,-0.6264
Treasure,MT,Montana,83.03,442,37.46,-0.361098,2896,0.005232,3089,201.3,2560,0.872,0.006,0.882,1.0330,-0.3496,1.2268
Comanche,KS,Kansas,83.18,874,20.08,-0.361158,2897,0.019272,2934,401.3,2429,0.876,0.022,0.385,1.0424,-0.3465,-0.4555
Mingo,WV,West Virginia,86.28,8490,9.53,-0.361280,2898,0.362496,530,4585.4,706,0.944,0.384,0.009,1.2378,-0.2919,-1.4767
Somervell,TX,Texas,84.87,5294,29.30,-0.361671,2899,0.228750,1218,2659.3,1166,0.915,0.250,0.741,1.1489,-0.3148,0.4371
Hettinger,ND,North Dakota,83.38,1306,22.04,-0.362341,2900,0.039690,2754,606.3,2248,0.882,0.045,0.489,1.0552,-0.3434,-0.2659
Dunn,ND,North Dakota,83.72,2242,25.21,-0.362387,2901,0.081788,2378,1059.8,1936,0.889,0.092,0.625,1.0764,-0.3367,0.0416
Harlan,NE,Nebraska,83.57,1802,29.19,-0.362650,2902,0.061950,2555,845.1,2073,0.885,0.070,0.739,1.0672,-0.3398,0.4268
Deuel,NE,Nebraska,83.30,1012,25.18,-0.362734,2903,0.024640,2887,467.7,2379,0.880,0.028,0.624,1.0499,-0.3455,0.0384
Greeley,NE,Nebraska,83.40,1235,21.32,-0.363234,2904,0.037086,2773,573.8,2283,0.883,0.042,0.453,1.0562,-0.3439,-0.3354
Wyoming,WV,West Virginia,85.96,7565,13.06,-0.363531,2905,0.322328,696,4020.6,822,0.937,0.344,0.063,1.2178,-0.2985,-1.1351
Gray,KS,Kansas,83.77,2193,25.92,-0.363756,2906,0.081172,2383,1039.2,1953,0.892,0.091,0.649,1.0793,-0.3370,0.1102
Osage,MO,Missouri,86.15,7727,24.68,-0.365696,2907,0.329350,665,4146.8,787,0.941,0.350,0.602,1.2299,-0.2973,-0.0103
Perry,TN,Tennessee,84.47,3716,14.17,-0.366498,2908,0.151302,1781,1828.1,1492,0.906,0.167,0.096,1.1239,-0.3261,-1.0275
Rich,UT,Utah,83.69,1447,24.39,-0.367884,2909,0.048006,2673,682.9,2190,0.889,0.054,0.590,1.0745,-0.3424,-0.0381
Atoka,OK,Oklahoma,85.34,5662,16.94,-0.367920,2910,0.247242,1106,2914.7,1077,0.926,0.267,0.223,1.1787,-0.3122,-0.7594
Bland,VA,Virginia,84.50,3548,18.36,-0.368383,2911,0.144213,1826,1747.9,1532,0.907,0.159,0.291,1.1255,-0.3273,-0.6221
McPherson,SD,South Dakota,83.68,1299,26.47,-0.368794,2912,0.039072,2759,612.7,2245,0.888,0.044,0.668,1.0738,-0.3434,0.1635
Harlan,KY,Kentucky,87.69,10388,13.05,-0.369188,2913,0.435728,287,6020.6,492,0.964,0.452,0.063,1.3267,-0.2783,-1.1361
Oliver,ND,North Dakota,83.62,1087,22.97,-0.369227,2914,0.028384,2853,511.2,2336,0.887,0.032,0.532,1.0704,-0.3450,-0.1756
Morgan,TN,Tennessee,86.76,8560,13.56,-0.369594,2915,0.369376,502,4738.1,678,0.952,0.388,0.075,1.2684,-0.2914,-1.0865
Decatur,KS,Kansas,83.82,1452,26.96,-0.370546,2916,0.049115,2670,689.9,2186,0.893,0.055,0.681,1.0824,-0.3423,0.2108
Lavaca,TX,Texas,87.84,10491,22.23,-0.370826,2917,0.440496,273,6125.2,480,0.966,0.456,0.499,1.3362,-0.2775,-0.2476
Custer,NE,Nebraska,85.66,5886,24.26,-0.372297,2918,0.258818,1028,3080.4,1037,0.931,0.278,0.584,1.1988,-0.3105,-0.0505
Fentress,TN,Tennessee,87.56,9771,14.56,-0.372690,2919,0.415680,345,5626.0,541,0.960,0.433,0.108,1.3184,-0.2827,-0.9897
Duchesne,UT,Utah,87.14,8968,18.47,-0.372785,2920,0.383356,451,5059.1,616,0.956,0.401,0.298,1.2924,-0.2885,-0.6111
Baca,CO,Colorado,84.13,2004,24.70,-0.373016,2921,0.071840,2452,968.3,1993,0.898,0.080,0.602,1.1024,-0.3384,-0.0080
Holt,MO,Missouri,84.27,2352,19.64,-0.373168,2922,0.089199,2321,1144.7,1872,0.901,0.099,0.361,1.1110,-0.3359,-0.4977
Barton,MO,Missouri,85.77,6015,17.38,-0.373299,2923,0.265905,989,3165.4,1007,0.933,0.285,0.242,1.2057,-0.3096,-0.7164
Jones,TX,Texas,86.20,6947,11.99,-0.373396,2924,0.302703,799,3736.4,880,0.943,0.321,0.036,1.2326,-0.3029,-1.2381
